Sample ID	Array ID	Cell Line/Patient ID	
GSM137936	GSM137936	Breast - 184844	
GSM137937	GSM137937	Breast - 184845	
GSM137938	GSM137938	Exocrine Pancreas - 184850	
GSM137939	GSM137939	Breast - 184853	
GSM137940	GSM137940	GI Tract Connective Tissue - 184856	
GSM137941	GSM137941	Kidney - 184860	
GSM137942	GSM137942	Colon - 187218	
GSM137943	GSM137943	Breast - 187219	
GSM137944	GSM137944	Breast - 187220	
GSM137945	GSM137945	Lung - 187222	
GSM137946	GSM137946	Kidney - 187225	
GSM137947	GSM137947	Colon - 187229	
GSM137948	GSM137948	Kidney - 187230	
GSM137949	GSM137949	Colon - 187232	
GSM137950	GSM137950	Breast - 187234	
GSM137951	GSM137951	Small bowel - 187236	
GSM137952	GSM137952	Peritoneum - 187237	
GSM137953	GSM137953	Breast - 187238	
GSM137954	GSM137954	Kidney - 191409	
GSM137955	GSM137955	Endometrium - 191411	
GSM137956	GSM137956	Kidney - 191412	
GSM137957	GSM137957	Ovary - 191413	
GSM137958	GSM137958	Pancreas - 191414	
GSM137959	GSM137959	Uterus - 191415	
GSM137960	GSM137960	Endometrium - 191417	
GSM137961	GSM137961	Endometrium - 191418	
GSM137962	GSM137962	Liver - 191419	
GSM137963	GSM137963	Breast - 191420	
GSM137964	GSM137964	Rectosigmoid colon - 191423	
GSM137965	GSM137965	Ovary - 191424	
GSM137966	GSM137966	Parotid gland - 191425	
GSM137967	GSM137967	Colon - 191427	
GSM137968	GSM137968	Endometrium - 191429	
GSM137969	GSM137969	Omentum - 191432	
GSM137970	GSM137970	Pelvic mass - 191433	
GSM137971	GSM137971	Prostate - 193006	
GSM137972	GSM137972	Colon - 194730	
GSM137973	GSM137973	Kidney - 195179	
GSM137974	GSM137974	Small bowel - 195181	
GSM137975	GSM137975	Uterus - 195182	
GSM137976	GSM137976	Bladder - 195183	
GSM137977	GSM137977	Kidney - 195186	
GSM137978	GSM137978	Breast - 195189	
GSM137979	GSM137979	Uterus - 195190	
GSM137980	GSM137980	Endometrium - 195195	
GSM137981	GSM137981	Sigmoid colon - 195196	
GSM137982	GSM137982	Omentum - 195197	
GSM137983	GSM137983	Ovary - 195198	
GSM137984	GSM137984	Breast - 195199	
GSM137985	GSM137985	Rectosigmoid colon - 199338	
GSM137986	GSM137986	Kidney - 199343	
GSM137987	GSM137987	Breast - 199344	
GSM137988	GSM137988	Breast - 199351	
GSM137989	GSM137989	Breast - 199352	
GSM137990	GSM137990	Kidney - 199355	
GSM137991	GSM137991	Breast - 199356	
GSM137992	GSM137992	Kidney - 199358	
GSM137993	GSM137993	Colon - 199359	
GSM137994	GSM137994	Breast - 199360	
GSM137995	GSM137995	Kidney - 199362	
GSM137996	GSM137996	Thoracic spine bone and intervertebral disc - 199363	
GSM137997	GSM137997	Colon mesentery - 199365	
GSM137998	GSM137998	Colon - 199366	
GSM137999	GSM137999	Rectum - 199374	
GSM138000	GSM138000	Kidney - 199375	
GSM138001	GSM138001	Lung - 199377	
GSM138002	GSM138002	Lung - 199378	
GSM138003	GSM138003	Lung - 199379	
GSM138004	GSM138004	Superior mediastinal lymph node - 199381	
GSM138005	GSM138005	Colon - 199382	
GSM138006	GSM138006	Kidney - 199383	
GSM138007	GSM138007	Colon - 199384	
GSM138008	GSM138008	Kidney - 199393	
GSM138009	GSM138009	Lung - 202033	
GSM138010	GSM138010	Islets of Langerhans - 202044	
GSM138011	GSM138011	Breast - 205693	
GSM138012	GSM138012	Kidney - 205695	
GSM138013	GSM138013	Penis - 205699	
GSM138014	GSM138014	Breast - 207170	
GSM138015	GSM138015	Colon - 209695	
GSM138016	GSM138016	Kidney - 209701	
GSM138017	GSM138017	Kidney - 209704	
GSM138018	GSM138018	Colon - 209705	
GSM138019	GSM138019	Kidney - 209706	
GSM138020	GSM138020	Kidney - 209707	
GSM138021	GSM138021	Rectosigmoid - 209708	
GSM138022	GSM138022	Colon - 209716	
GSM138023	GSM138023	Thyroid - 209719	
GSM138024	GSM138024	Thyroid - 211391	
GSM138025	GSM138025	Kidney - 211393	
GSM138026	GSM138026	Omentum - 211404	
GSM138027	GSM138027	Breast - 215917	
GSM138028	GSM138028	Breast - 215927	
GSM138029	GSM138029	Soft tissue of hip - 215928	
GSM138030	GSM138030	Kidney - 215929	
GSM138031	GSM138031	Breast - 215931	
GSM138032	GSM138032	Colon - 215932	
GSM138033	GSM138033	Kidney - 215933	
GSM138034	GSM138034	Kidney - 215934	
GSM138035	GSM138035	Breast - 215935	
GSM138036	GSM138036	Colon - 215936	
GSM138037	GSM138037	Colon - 215937	
GSM138038	GSM138038	Prostate - 215940	
GSM138039	GSM138039	Rectosigmoid - 215941	
GSM138040	GSM138040	Testis - 215943	
GSM138041	GSM138041	Breast - 215944	
GSM138042	GSM138042	Colon - 215946	
GSM138043	GSM138043	Liver - 215948	
GSM138044	GSM138044	Colon - 215949	
GSM138045	GSM138045	Kidney - 215950	
GSM138046	GSM138046	Kidney - 215952	
GSM138047	GSM138047	Lung - 215953	
GSM138048	GSM138048	Colon - 231850	
GSM138049	GSM138049	Breast - 231855	
GSM138050	GSM138050	Colon - 231866	
GSM138051	GSM138051	Breast - 231868	
GSM138052	GSM138052	Colon - 231874	
GSM138053	GSM138053	Kidney - 231875	
GSM138054	GSM138054	Breast - 89262	
GSM152564	GSM152564	Breast - 101144	
GSM152565	GSM152565	Testis - 101154	
GSM152566	GSM152566	Cervical Lymph Node - 1013	
GSM152567	GSM152567	Ureter - 112886	
GSM152568	GSM152568	Omentum - 1231	
GSM152569	GSM152569	Breast - 1234	
GSM152570	GSM152570	Breast - 127820	
GSM152571	GSM152571	Breast - 127826	
GSM152572	GSM152572	Rectosigmoid - 127827	
GSM152573	GSM152573	Colon - 127830	
GSM152574	GSM152574	Omentum - 127835	
GSM152575	GSM152575	Prostate - 127839	
GSM152576	GSM152576	Breast - 127841	
GSM152577	GSM152577	Ovary - 129660	
GSM152578	GSM152578	Omentum - 129663	
GSM152579	GSM152579	Colon - 129666	
GSM152580	GSM152580	Cervix Uteri - 129668	
GSM152581	GSM152581	Ovary - 129669	
GSM152582	GSM152582	Colon - 129670	
GSM152583	GSM152583	Pelvic mass - 129671	
GSM152584	GSM152584	Liver - 133637	
GSM152585	GSM152585	Breast - 133639	
GSM152586	GSM152586	Pelvic tumor - 143653	
GSM152587	GSM152587	Lymph Node - 143663	
GSM152588	GSM152588	Lymph Node - 143669	
GSM152589	GSM152589	Omentum - 144571	
GSM152590	GSM152590	Breast - 151607	
GSM152591	GSM152591	Colon - 151618	
GSM152592	GSM152592	Lung - 151625	
GSM152593	GSM152593	Kidney - 152470	
GSM152594	GSM152594	Lung - 154218	
GSM152595	GSM152595	Stomach - 161522	
GSM152596	GSM152596	Ovary - 161525	
GSM152597	GSM152597	Uterus - 161530	
GSM152598	GSM152598	Uterus and cervix - 161533	
GSM152599	GSM152599	Ovary - 161534	
GSM152600	GSM152600	Small intestine - 174053	
GSM152601	GSM152601	Stomach (Gastroesophageal junction) - 180941	
GSM152602	GSM152602	Colon - 180944	
GSM152603	GSM152603	Ovary - 180953	
GSM152604	GSM152604	Hepatic Flexure - 184846	
GSM152605	GSM152605	Breast - 184847	
GSM152606	GSM152606	Kidney - 184848	
GSM152607	GSM152607	Omentum - 184849	
GSM152608	GSM152608	Lung - 184851	
GSM152609	GSM152609	Lung - 184854	
GSM152610	GSM152610	Colon - 184870	
GSM152611	GSM152611	Prostate - 193010	
GSM152612	GSM152612	Liver - 193015	
GSM152613	GSM152613	Colon - 193020	
GSM152614	GSM152614	Colon - 193021	
GSM152615	GSM152615	Breast - 193022	
GSM152616	GSM152616	Breast - 193024	
GSM152617	GSM152617	Prostate - 193030	
GSM152618	GSM152618	Breast - 193033	
GSM152619	GSM152619	Small Bowel - 193034	
GSM152620	GSM152620	Breast - 193035	
GSM152621	GSM152621	Breast - 193036	
GSM152622	GSM152622	Prostate - 193038	
GSM152623	GSM152623	Omentum - 195184	
GSM152624	GSM152624	Lung - 195188	
GSM152625	GSM152625	Urinary Bladder - 199368	
GSM152626	GSM152626	Liver - 199372	
GSM152627	GSM152627	Breast - 199373	
GSM152628	GSM152628	Parotid gland - 199380	
GSM152629	GSM152629	Rectum - 199386	
GSM152630	GSM152630	Rectum - 199387	
GSM152631	GSM152631	Prostate - 199388	
GSM152632	GSM152632	Colon - 199390	
GSM152633	GSM152633	Thyroid - 199391	
GSM152634	GSM152634	Ovary - 202030	
GSM152635	GSM152635	Cervix Uteri - 202031	
GSM152636	GSM152636	Vulva - 202032	
GSM152637	GSM152637	Kidney - 202037	
GSM152638	GSM152638	Colon - 202038	
GSM152639	GSM152639	Ovary - 202041	
GSM152640	GSM152640	Uterus - 202042	
GSM152641	GSM152641	Uterus - 202043	
GSM152642	GSM152642	Uterus - 202046	
GSM152643	GSM152643	Uterus - 202048	
GSM152644	GSM152644	Endometrium - 205703	
GSM152645	GSM152645	Breast - 205705	
GSM152646	GSM152646	Ovary - 207532	
GSM152647	GSM152647	Pelvic lymph node - 207533	
GSM152648	GSM152648	Omentum - 207536	
GSM152649	GSM152649	Uterus - 207537	
GSM152650	GSM152650	Kidney - 207538	
GSM152651	GSM152651	Para aortic tissue - 207539	
GSM152652	GSM152652	Lung - 209696	
GSM152653	GSM152653	Ovary - 209699	
GSM152654	GSM152654	Ovary - 209709	
GSM152655	GSM152655	Uterus - 209711	
GSM152656	GSM152656	Testis - 209713	
GSM152657	GSM152657	Ovary - 209714	
GSM152658	GSM152658	Colon - 209717	
GSM152659	GSM152659	Ovary - 209718	
GSM152660	GSM152660	Endometrium - 209720	
GSM152661	GSM152661	Breast - 211394	
GSM152662	GSM152662	Ovary - 211395	
GSM152663	GSM152663	Thyroid - 211398	
GSM152664	GSM152664	Colon - 211400	
GSM152665	GSM152665	Vulva - 211405	
GSM152666	GSM152666	Colon - 211407	
GSM152667	GSM152667	Cervix Uteri - 211408	
GSM152668	GSM152668	Ovary - 211409	
GSM152669	GSM152669	Breast - 215930	
GSM152670	GSM152670	Lung - 219567	
GSM152671	GSM152671	Uterus - 219570	
GSM152672	GSM152672	Ovary - 219571	
GSM152673	GSM152673	Omentum - 219573	
GSM152674	GSM152674	Uterus - 219574	
GSM152675	GSM152675	Rectum - 219576	
GSM152676	GSM152676	Ovary - 219581	
GSM152677	GSM152677	Kidney - 219582	
GSM152678	GSM152678	Breast - 219586	
GSM152679	GSM152679	Ovary - 219590	
GSM152680	GSM152680	Breast - 219597	
GSM152681	GSM152681	Lung - 219599	
GSM152682	GSM152682	Uterus - 219600	
GSM152683	GSM152683	Ovary - 219604	
GSM152684	GSM152684	Colon - 219605	
GSM152685	GSM152685	Breast - 219606	
GSM152686	GSM152686	Acetabulum and pelvic soft tissues - 226410	
GSM152687	GSM152687	Kidney - 226413	
GSM152688	GSM152688	Ovary - 226414	
GSM152689	GSM152689	Uterus - 226415	
GSM152690	GSM152690	Uterus - 226416	
GSM152691	GSM152691	Breast - 226421	
GSM152692	GSM152692	Colon - 226422	
GSM152693	GSM152693	Ovary - 226423	
GSM152694	GSM152694	Uterus - 226424	
GSM152695	GSM152695	Colon - 226429	
GSM152696	GSM152696	Uterus - 228530	
GSM152697	GSM152697	kidney - 228531	
GSM152698	GSM152698	Breast - 228533	
GSM152699	GSM152699	Breast - 228536	
GSM152700	GSM152700	Ovary - 228537	
GSM152701	GSM152701	Kidney - 228538	
GSM152702	GSM152702	Jejunum - 228540	
GSM152703	GSM152703	Rectosigmoid - 228542	
GSM152704	GSM152704	Kidney - 228544	
GSM152705	GSM152705	Kidney - 228546	
GSM152706	GSM152706	Ovary - 228549	
GSM152707	GSM152707	Breast - 231852	
GSM152708	GSM152708	Liver - 231853	
GSM152709	GSM152709	Ovary - 231863	
GSM152710	GSM152710	Rectosigmoid - 231864	
GSM152711	GSM152711	Breast - 231867	
GSM152712	GSM152712	Rectum - 231869	
GSM152713	GSM152713	Breast - 231871	
GSM152714	GSM152714	Colon - 231877	
GSM152715	GSM152715	Kidney - 231878	
GSM152716	GSM152716	Uterus - 234312	
GSM152717	GSM152717	Urinary bladder - 234313	
GSM152718	GSM152718	Popliteal soft tissue - 234314	
GSM152719	GSM152719	Cervix Uteri - 234315	
GSM152720	GSM152720	Colon - 235690	
GSM152721	GSM152721	Ovary - 235691	
GSM152722	GSM152722	Ovary - 235692	
GSM152723	GSM152723	Cervix Uteri - 235694	
GSM152724	GSM152724	Ovary - 235695	
GSM152725	GSM152725	Colon - 235696	
GSM152726	GSM152726	Uterus - 235699	
GSM152727	GSM152727	Kidney - 235701	
GSM152728	GSM152728	Kidney - 241165	
GSM152729	GSM152729	Breast - 241167	
GSM152730	GSM152730	Colon - 241168	
GSM152731	GSM152731	Uterus - 241169	
GSM152732	GSM152732	Urinary Bladder - 241178	
GSM152733	GSM152733	Ovary - 241181	
GSM152734	GSM152734	Uterus - 241184	
GSM152735	GSM152735	Ovary - 241187	
GSM152736	GSM152736	Parotid gland - 241188	
GSM152737	GSM152737	Uterus - 241191	
GSM152738	GSM152738	Uterus - 241197	
GSM152739	GSM152739	Ovary - 241198	
GSM152740	GSM152740	Kidney - 242910	
GSM152741	GSM152741	Kidney - 242926	
GSM152742	GSM152742	Soft Tissue of Thigh - 242931	
GSM152743	GSM152743	Retroperitoneal mass - 251035	
GSM152744	GSM152744	Pancreas - 251036	
GSM152745	GSM152745	Uterus - 251038	
GSM152746	GSM152746	Ovary - 251040	
GSM152747	GSM152747	Ovary - 251042	
GSM152748	GSM152748	Pelvic mass - 251043	
GSM152749	GSM152749	Ovary - 251044	
GSM152750	GSM152750	Rectosigmoid - 251046	
GSM152751	GSM152751	Cervix Uteri - 251047	
GSM152752	GSM152752	Ovary - 251048	
GSM152753	GSM152753	Breast - 251050	
GSM152754	GSM152754	Ovary - 251052	
GSM152755	GSM152755	Lung - 251053	
GSM152756	GSM152756	Uterus - 251054	
GSM152757	GSM152757	Lung - 251055	
GSM152758	GSM152758	Soft tissue of arm - 254350	
GSM152759	GSM152759	Breast - 254354	
GSM152760	GSM152760	Liver - 254357	
GSM152761	GSM152761	Breast - 254359	
GSM152762	GSM152762	Colon - 254360	
GSM152763	GSM152763	Kidney - 254361	
GSM152764	GSM152764	Jejunum - 254371	
GSM152765	GSM152765	Liver - 254373	
GSM152766	GSM152766	Breast - 254374	
GSM152767	GSM152767	Lung - 254375	
GSM152768	GSM152768	Breast - 254376	
GSM152769	GSM152769	Ovary - 254388	
GSM152770	GSM152770	Kidney - 254391	
GSM152771	GSM152771	Pelvic sidewall nodule - 254392	
GSM152772	GSM152772	Prostate - 254395	
GSM152773	GSM152773	Corpus Uteri - 254398	
GSM152774	GSM152774	Kidney - 254403	
GSM152775	GSM152775	Breast - 254436	
GSM152776	GSM152776	Breast - 254441	
GSM152777	GSM152777	Chest wall mass - 254444	
GSM152778	GSM152778	Prostate - 256874	
GSM152779	GSM152779	Urinary bladder - 256878	
GSM152780	GSM152780	Colon - 256880	
GSM152781	GSM152781	Breast - 256881	
GSM152782	GSM152782	Breast - 256882	
GSM152783	GSM152783	Prostate - 256947	
GSM152784	GSM152784	Omentum - 256950	
GSM152785	GSM152785	Humerus bone - 256954	
GSM152786	GSM152786	Uterus - 256956	
GSM152787	GSM152787	Pelvic Lymph Node - 256960	
GSM152788	GSM152788	Uterus - 256961	
GSM152789	GSM152789	Gastroesophageal Junction - 261174	
GSM152790	GSM152790	Colon - 262792	
GSM152791	GSM152791	Small intestine - 262793	
GSM152792	GSM152792	Ovary - 262794	
GSM152793	GSM152793	Vulva - 262795	
GSM152794	GSM152794	Omentum - 262802	
GSM152795	GSM152795	Ovary - 262803	
GSM152796	GSM152796	Uterus - 262807	
GSM152797	GSM152797	Urinary Bladder - 262809	
GSM152798	GSM152798	Kidney - 262813	
GSM152799	GSM152799	Colon - 262819	
GSM152800	GSM152800	Omentum - 276657	
GSM152801	GSM152801	Kidney - 38212	
GSM152802	GSM152802	Thyroid - 84135	
GSM152803	GSM152803	Breast - 84139	
GSM179778	GSM179778	Colon - 1001	
GSM179779	GSM179779	Kidney - 2489	
GSM179780	GSM179780	Breast - 6630	
GSM179781	GSM179781	Pancreas - 78393	
GSM179782	GSM179782	Rectum - 127824	
GSM179783	GSM179783	Cervix - 129657	
GSM179784	GSM179784	Lung - 170813	
GSM179785	GSM179785	Abdominal mass - 187248	
GSM179786	GSM179786	Lung - 187252	
GSM179787	GSM179787	Ovary - 187253	
GSM179788	GSM179788	Uterus - 187254	
GSM179789	GSM179789	Kidney - 193000	
GSM179790	GSM179790	Prostate - 193004	
GSM179791	GSM179791	Breast - 193026	
GSM179792	GSM179792	Prostate - 193028	
GSM179793	GSM179793	Colon - 195191	
GSM179794	GSM179794	Uterus - 195194	
GSM179795	GSM179795	Colon - 199354	
GSM179796	GSM179796	Connective tissue of abdomen - 199376	
GSM179797	GSM179797	Kidney - 199394	
GSM179798	GSM179798	Ovary - 199399	
GSM179799	GSM179799	Ovary - 199400	
GSM179800	GSM179800	Gallbladder - 199404	
GSM179801	GSM179801	Lung - 199405	
GSM179802	GSM179802	Corpus Uteri - 202039	
GSM179803	GSM179803	Colon - 209690	
GSM179804	GSM179804	Colon - 209691	
GSM179805	GSM179805	Colon - 209692	
GSM179806	GSM179806	Breast - 209694	
GSM179807	GSM179807	Ovary - 211371	
GSM179808	GSM179808	Ovary - 211372	
GSM179809	GSM179809	Uterus - 226427	
GSM179810	GSM179810	Kidney - 231861	
GSM179811	GSM179811	Pelvic mass - 234316	
GSM179812	GSM179812	Omentum - 234327	
GSM179813	GSM179813	Ovary - 234329	
GSM179814	GSM179814	Acetabulum - 234331	
GSM179815	GSM179815	Ileum - 235698	
GSM179816	GSM179816	Colon - 241175	
GSM179817	GSM179817	Omentum - 241183	
GSM179818	GSM179818	Pelvic lymph node - 241186	
GSM179819	GSM179819	Kidney - 241189	
GSM179820	GSM179820	Colon - 241194	
GSM179821	GSM179821	Kidney - 241195	
GSM179822	GSM179822	Ovary - 241196	
GSM179823	GSM179823	Ovary - 241199	
GSM179824	GSM179824	Uterus - 241200	
GSM179825	GSM179825	Uterus - 242918	
GSM179826	GSM179826	Uterus - 242921	
GSM179827	GSM179827	Lung - 242924	
GSM179828	GSM179828	Kidney - 242925	
GSM179829	GSM179829	Breast - 242928	
GSM179830	GSM179830	Ovary - 242929	
GSM179831	GSM179831	Colon - 251039	
GSM179832	GSM179832	Kidney - 251041	
GSM179833	GSM179833	Rectum - 254351	
GSM179834	GSM179834	Kidney - 254355	
GSM179835	GSM179835	Breast - 254378	
GSM179836	GSM179836	Ovary - 254387	
GSM179837	GSM179837	Breast - 254393	
GSM179838	GSM179838	Colon - 254435	
GSM179839	GSM179839	Colon - 254440	
GSM179840	GSM179840	Liver - 254443	
GSM179841	GSM179841	Breast - 256870	
GSM179842	GSM179842	Kidney - 256871	
GSM179843	GSM179843	Prostate - 256872	
GSM179844	GSM179844	Colon - 256875	
GSM179845	GSM179845	Rectum - 256876	
GSM179846	GSM179846	Kidney - 256885	
GSM179847	GSM179847	Kidney - 256887	
GSM179848	GSM179848	Kidney - 256888	
GSM179849	GSM179849	Prostate - 256894	
GSM179850	GSM179850	Ovary - 256895	
GSM179851	GSM179851	Uterus - 256944	
GSM179852	GSM179852	Omentum - 256946	
GSM179853	GSM179853	Cervix - 256948	
GSM179854	GSM179854	Breast - 256957	
GSM179855	GSM179855	Kidney - 259729	
GSM179856	GSM179856	Cecum - 259731	
GSM179857	GSM179857	Spleen - 259761	
GSM179858	GSM179858	Rectum - 259770	
GSM179859	GSM179859	Colon - 259771	
GSM179860	GSM179860	Colon - 259773	
GSM179861	GSM179861	Breast - 260847	
GSM179862	GSM179862	Breast - 260848	
GSM179863	GSM179863	Breast - 260852	
GSM179864	GSM179864	Abdominal mass - 260853	
GSM179865	GSM179865	Liver - 260857	
GSM179866	GSM179866	Ovary - 260858	
GSM179867	GSM179867	Colon - 260859	
GSM179868	GSM179868	Colon - 262790	
GSM179869	GSM179869	Pancreas - 262800	
GSM179870	GSM179870	Ovary - 262801	
GSM179871	GSM179871	Thyroid - 262804	
GSM179872	GSM179872	Uterus - 262806	
GSM179873	GSM179873	Kidney - 262811	
GSM179874	GSM179874	Urinary Bladder - 262812	
GSM179875	GSM179875	Parotid gland - 262814	
GSM179876	GSM179876	Abdominal/Pelvic Tissue - 262815	
GSM179877	GSM179877	Conncective tissue of abdomen - 262821	
GSM179878	GSM179878	Ovary - 262824	
GSM179879	GSM179879	Uterus - 262825	
GSM179880	GSM179880	Colon - 262827	
GSM179881	GSM179881	Lung - 262828	
GSM179882	GSM179882	Colon - 262829	
GSM179883	GSM179883	Kidney - 262830	
GSM179884	GSM179884	Esophagus - 267090	
GSM179885	GSM179885	Breast - 267091	
GSM179886	GSM179886	Breast - 267092	
GSM179887	GSM179887	Colon - 267093	
GSM179888	GSM179888	Colon - 267096	
GSM179889	GSM179889	Colon - 267098	
GSM179890	GSM179890	Ovary - 267101	
GSM179891	GSM179891	Breast - 267104	
GSM179892	GSM179892	Breast - 267105	
GSM179893	GSM179893	Kidney - 267109	
GSM179894	GSM179894	Rectosigmoid - 267110	
GSM179895	GSM179895	Breast - 267111	
GSM179896	GSM179896	Breast - 267114	
GSM179897	GSM179897	Colon - 267116	
GSM179898	GSM179898	Breast - 267117	
GSM179899	GSM179899	Colon - 267118	
GSM179900	GSM179900	Esophagus - 267119	
GSM179901	GSM179901	Prostate - 276643	
GSM179902	GSM179902	Breast - 276644	
GSM179903	GSM179903	Prostate - 276649	
GSM179904	GSM179904	Kidney - 276652	
GSM179905	GSM179905	Uterus - 276659	
GSM179906	GSM179906	Omentum - 276662	
GSM179907	GSM179907	Cervix - 276668	
GSM179908	GSM179908	Colon - 276669	
GSM179909	GSM179909	Uterus - 276671	
GSM179910	GSM179910	Kidney - 276675	
GSM179911	GSM179911	Uterus - 286630	
GSM179912	GSM179912	Uterus - 286631	
GSM179913	GSM179913	Colon - 286633	
GSM179914	GSM179914	Pelvic Mass - 286634	
GSM179915	GSM179915	Kidney - 286641	
GSM179916	GSM179916	Spinal cord - 286670	
GSM179917	GSM179917	Uterus - 286671	
GSM179918	GSM179918	Lung - 286674	
GSM179919	GSM179919	Breast - 286675	
GSM179920	GSM179920	Rectum - 290716	
GSM179921	GSM179921	Urinary Bladder - 290717	
GSM179922	GSM179922	Colon - 290718	
GSM179923	GSM179923	Renal Pelvis - 290719	
GSM179924	GSM179924	Colon - 290720	
GSM179925	GSM179925	Colon - 290721	
GSM179926	GSM179926	Urinary Bladder - 290723	
GSM179927	GSM179927	Cervical Lymph Node - 290727	
GSM179928	GSM179928	Colon - 290728	
GSM179929	GSM179929	Kidney - 290729	
GSM179930	GSM179930	Colon - 290730	
GSM179931	GSM179931	Kidney - 290731	
GSM179932	GSM179932	Breast - 290733	
GSM179933	GSM179933	Breast - 298138	
GSM179934	GSM179934	Uterus - 305114	
GSM179935	GSM179935	Kidney - 305116	
GSM179936	GSM179936	Uterus - 305124	
GSM179937	GSM179937	Colon - 305128	
GSM179938	GSM179938	Kidney - 305131	
GSM179939	GSM179939	Uterus - 305132	
GSM179940	GSM179940	Uterus - 308690	
GSM179941	GSM179941	Uterus - 308692	
GSM179942	GSM179942	Omentum - 308693	
GSM179943	GSM179943	Omentum - 308696	
GSM179944	GSM179944	Thyroid - 308702	
GSM179945	GSM179945	Iliac Lymph Node - 309397	
GSM179946	GSM179946	Breast - 309402	
GSM179947	GSM179947	Thyroid - 309407	
GSM179948	GSM179948	Colon - 309409	
GSM179949	GSM179949	Kidney - 309412	
GSM179950	GSM179950	Breast - 309415	
GSM179951	GSM179951	Lung - 309420	
GSM179952	GSM179952	Liver - 309425	
GSM179953	GSM179953	Esophagus - 310512	
GSM179954	GSM179954	Prostate - 310528	
GSM179955	GSM179955	Kidney - 344191	
GSM179956	GSM179956	Cervix - 344194	
GSM179957	GSM179957	Breast - 344197	
GSM203622	GSM203622	Cervix Uteri - 1046	
GSM203623	GSM203623	Breast - 5238	
GSM203624	GSM203624	Breast - 84137	
GSM203625	GSM203625	Colon - 89120	
GSM203626	GSM203626	Ovary - 101109	
GSM203627	GSM203627	Colon - 143651	
GSM203628	GSM203628	Breast - 151616	
GSM203629	GSM203629	Uterus - 154210	
GSM203630	GSM203630	Uterus - 161532	
GSM203631	GSM203631	Small bowel - 170807	
GSM203632	GSM203632	Uterus - 170819	
GSM203633	GSM203633	Spleen - 181032	
GSM203634	GSM203634	Kidney - 181037	
GSM203635	GSM203635	Ovary - 187243	
GSM203636	GSM203636	Omentum - 187245	
GSM203637	GSM203637	Ovary - 187246	
GSM203638	GSM203638	Ovary - 187251	
GSM203639	GSM203639	Breast - 193025	
GSM203640	GSM203640	Colon - 199395	
GSM203641	GSM203641	Lung - 205690	
GSM203642	GSM203642	Colon - 205691	
GSM203643	GSM203643	Lung - 205700	
GSM203644	GSM203644	Kidney - 205701	
GSM203645	GSM203645	Colon - 205706	
GSM203646	GSM203646	Uterus - 205709	
GSM203647	GSM203647	Rectum - 207530	
GSM203648	GSM203648	Breast - 207531	
GSM203649	GSM203649	Neck mass - 211374	
GSM203650	GSM203650	Uterus - 211376	
GSM203651	GSM203651	Uterus - 211382	
GSM203652	GSM203652	Hemidiaphragm - 211385	
GSM203653	GSM203653	Colon - 211386	
GSM203654	GSM203654	Omentum - 211387	
GSM203655	GSM203655	Kidney - 228541	
GSM203656	GSM203656	Kidney - 228543	
GSM203657	GSM203657	Colon - 228547	
GSM203658	GSM203658	Breast - 231860	
GSM203659	GSM203659	Uterus - 234318	
GSM203660	GSM203660	Liver - 234323	
GSM203661	GSM203661	Ovary - 234328	
GSM203662	GSM203662	Kidney - 235700	
GSM203663	GSM203663	Uterus - 254389	
GSM203664	GSM203664	Brain - 254394	
GSM203665	GSM203665	Kidney - 254397	
GSM203666	GSM203666	Stomach - 254399	
GSM203667	GSM203667	Colon - 254400	
GSM203668	GSM203668	Kidney - 254401	
GSM203669	GSM203669	Breast - 254402	
GSM203670	GSM203670	Rectum - 254405	
GSM203671	GSM203671	Kidney - 262818	
GSM203672	GSM203672	Uterus - 262820	
GSM203673	GSM203673	Colon - 262826	
GSM203674	GSM203674	Colon - 267095	
GSM203675	GSM203675	Pancreas - 276642	
GSM203676	GSM203676	Liver - 276695	
GSM203677	GSM203677	Prostate - 284060	
GSM203678	GSM203678	Adrenal Gland - 284061	
GSM203679	GSM203679	Kidney - 286672	
GSM203680	GSM203680	Uterus - 286673	
GSM203681	GSM203681	Ileum - 290715	
GSM203682	GSM203682	Jejunum - 290725	
GSM203683	GSM203683	Thyroid - 290726	
GSM203684	GSM203684	Colon - 290734	
GSM203685	GSM203685	Uterus - 298074	
GSM203686	GSM203686	Ovary - 308691	
GSM203687	GSM203687	Colon - 308695	
GSM203688	GSM203688	Colon - 308699	
GSM203689	GSM203689	Soft Tissue of Neck - 308701	
GSM203690	GSM203690	Breast - 308707	
GSM203691	GSM203691	Colon - 309390	
GSM203692	GSM203692	Kidney - 309391	
GSM203693	GSM203693	Breast - 309393	
GSM203694	GSM203694	Kidney - 309394	
GSM203695	GSM203695	Axillary lymph node - 309395	
GSM203696	GSM203696	Kidney - 309406	
GSM203697	GSM203697	Kidney - 309410	
GSM203698	GSM203698	Thyroid - 309411	
GSM203699	GSM203699	Lung - 309414	
GSM203700	GSM203700	Colon - 309417	
GSM203701	GSM203701	Breast - 309418	
GSM203702	GSM203702	Colon - 309419	
GSM203703	GSM203703	Pancreas - 309421	
GSM203704	GSM203704	Liver - 310511	
GSM203705	GSM203705	Colon - 310513	
GSM203706	GSM203706	Ovary - 310516	
GSM203707	GSM203707	Prostate - 310517	
GSM203708	GSM203708	Breast - 310519	
GSM203709	GSM203709	Ovary - 310520	
